#,second,milisecond
1,31,15943
2,31,28481
3,31,41019
4,31,53549
5,31,66077
6,31,78607
7,31,91147
8,31,103718
9,31,116281
10,31,128822
11,31,141351
12,31,153887
13,31,166419
14,31,178946
15,31,191509
16,31,204078
17,31,216610
18,31,229140
19,31,241567
20,31,254098
21,31,266628
22,31,279193
23,31,291756
24,31,304287
25,31,316810
26,31,329340
27,31,341870
28,31,354396
29,31,366932
30,31,379464
31,31,391995
32,31,404565
33,31,417094
34,31,427667
35,31,440193
36,31,452726
37,31,465262
38,31,477792
39,31,490335
40,31,502878
41,31,515406
42,31,527942
43,31,540476
44,31,553008
45,31,565535
46,31,578058
47,31,590588
48,31,603124
49,31,615659
50,31,628192
51,31,640720
52,31,653251
53,31,665810
54,31,678374
55,31,688439
56,31,700965
57,31,713527
58,31,726056
59,31,738623
60,31,751189
61,31,763720
62,31,776250
63,31,788779
64,31,801315
65,31,813887
66,31,826421
67,31,838952
68,31,851485
69,31,864014
70,31,874221
71,31,886754
72,31,898932
73,31,911470
74,31,924062
75,31,936590
76,31,947461
77,31,959993
78,31,972519
79,31,985059
80,31,996050
81,32,8594
82,32,21138
83,32,33686
84,32,46230
85,32,58781
86,32,69535
87,32,82086
88,32,93924
89,32,106483
90,32,117490
91,32,130039
92,32,142455
93,32,155018
94,32,167445
95,32,179984
96,32,192446
97,32,204982
98,32,217458
99,32,230007
100,32,242556
101,32,252877
102,32,263340
103,32,275906
104,32,287178
105,32,299734
106,32,312306
107,32,324846
108,32,337381
109,32,349965
110,32,362018
111,32,372062
112,32,384604
113,32,397159
114,32,409702
115,32,422234
116,32,434761
117,32,447296
118,32,459789
119,32,472322
120,32,484852
121,32,497385
122,32,508566
123,32,521097
124,32,533095
125,32,545628
126,32,558156
127,32,570688
128,32,581740
129,32,594270
130,32,606252
131,32,618791
132,32,630554
133,32,643086
134,32,655613
135,32,668144
136,32,679339
137,32,690484
138,32,703014
139,32,715545
140,32,728012
141,32,740544
142,32,753071
143,32,765603
144,32,778139
145,32,790676
146,32,803207
147,32,815736
148,32,828265
149,32,838964
150,32,851492
151,32,864023
152,32,876558
153,32,889089
154,32,901627
155,32,914161
156,32,926697
157,32,939228
158,32,951763
159,32,964290
160,32,975807
161,32,988351
162,33,897
163,33,13442
164,33,25985
165,33,38551
166,33,51088
167,33,63624
168,33,76153
169,33,88689
170,33,101233
171,33,113793
172,33,125834
173,33,138401
174,33,149224
175,33,161086
176,33,172915
177,33,184791
178,33,196441
179,33,208999
180,33,220292
181,33,232832
182,33,243089
183,33,255625
184,33,268154
185,33,280686
186,33,292307
187,33,304832
188,33,317366
189,33,329900
190,33,342431
191,33,353434
192,33,365968
193,33,378502
194,33,391033
195,33,403558
196,33,416088
197,33,428619
198,33,441151
199,33,453682
200,33,466216
201,33,478748
202,33,491279
203,33,503808
204,33,516341
205,33,528875
206,33,541404
207,33,553934
208,33,566464
209,33,578997
210,33,590120
211,33,602659
212,33,615187
213,33,627719
214,33,640245
215,33,652789
216,33,665340
217,33,677881
218,33,690417
219,33,702944
220,33,715483
221,33,728012
222,33,740572
223,33,750822
224,33,761030
225,33,773578
226,33,785364
227,33,797913
228,33,809184
229,33,821761
230,33,834333
231,33,845179
232,33,857729
233,33,869989
234,33,882547
235,33,895089
236,33,905608
237,33,917512
238,33,930070
239,33,942626
240,33,955202
241,33,967498
242,33,980032
243,33,992045
244,34,3388
245,34,15951
246,34,28498
247,34,41040
248,34,53582
249,34,66129
250,34,78021
251,34,90559
252,34,102014
253,34,114549
254,34,125826
255,34,138359
256,34,150852
257,34,163431
258,34,175957
259,34,188486
260,34,200860
261,34,213428
262,34,225857
263,34,238390
264,34,250918
265,34,263453
266,34,275837
267,34,288365
268,34,300704
269,34,313243
270,34,325771
271,34,338322
272,34,350849
273,34,361284
274,34,373824
275,34,385539
276,34,398087
277,34,410180
278,34,422734
279,34,434200
280,34,446769
281,34,459321
282,34,471890
283,34,484203
284,34,495623
285,34,508162
286,34,520710
287,34,533259
288,34,545821
289,34,557874
290,34,570415
291,34,580679
292,34,593223
293,34,605771
294,34,617624
295,34,630172
296,34,642743
297,34,655290
298,34,667523
299,34,678237
300,34,690790
